margin_m,baseline_softplus,p0,variance_coefficient
-4.0,4.0181499279178094,0.9820137900379085,4.385159087379878
-2.0,2.1269280110429727,0.8807970779778823,3.9363125093646523
0.0,0.6931471805599453,0.5,2.2412109375
2.0,0.1269280110429725,0.11920292202211755,0.5359136021090309
4.0,0.018149927917809738,0.017986209962091555,0.08092657165074324
