d,monte_carlo,finite_theory,mean_field,abs_error,jensen_gap
16,1.1358189089400264,1.1133983726338057,1.213367183543549,0.02242053630622065,0.07754827460352276
32,0.922862132621028,0.9235274932502158,0.9555501608398951,0.0006653606291877612,0.03268802821886707
64,0.8322371761010066,0.8285920535584208,0.839930892081983,0.0036451225425857547,0.007693715980976457
128,0.7822882493128519,0.7811243337125233,0.7856114172455649,0.00116391560032858,0.0033231679327130337
256,0.757820581592651,0.7573904737895746,0.7593372439476738,0.00043010780307639607,0.001516662355022791
