margin_m,baseline_softplus,p0,variance_coefficient
-3.0,3.048587351573742,0.9525741268224334,10.489368042949915
-1.0,1.3132616875182228,0.7310585786300049,8.303159349455495
0.0,0.6931471805599453,0.5,5.859375
1.0,0.31326168751822286,0.2689414213699951,3.2487529419241366
3.0,0.04858735157374206,0.04742587317756679,0.589309018709187
