m,P0,loss_penalty_mc,loss_penalty_theory
-4.0,0.9820137900379085,0.013967476639662024,0.01510852819301795
-2.0,0.8807970779778823,0.012163833536499524,0.01357304919385012
0.0,0.5,0.007654457638767376,0.00775146484375
2.0,0.11920292202211755,0.001827435475866973,0.0018590765802726835
4.0,0.017986209962091555,0.0002940592908599153,0.00028095555025025855
