margin_m,baseline_softplus,p0,variance_coefficient
-4.0,4.0181499279178094,0.9820137900379085,3.0673216108914367
-2.0,2.1269280110429727,0.8807970779778823,2.7513070864961677
0.0,0.6931471805599453,0.5,1.5621185302734375
2.0,0.1269280110429725,0.11920292202211755,0.3724874495920992
4.0,0.018149927917809738,0.017986209962091555,0.05620641250398972
